p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
8.034891209288384e-111,2.9761712528832525,0.138,0.022,3.3626019710871886e-106,T cells,RASGRP1
3.4587202890559734e-110,2.959536092448893,0.159,0.029,1.4474744409699248e-105,T cells,MYO1G
6.285156847896591e-110,2.1283116246319405,0.307,0.096,2.6303381408447235e-105,T cells,TGFB1
1.2170244008738655e-109,3.282657597241366,0.129,0.02,5.093247117657127e-105,T cells,ARHGAP45
3.3034157901584557e-109,2.6279744966928105,0.219,0.053,1.3824795081813138e-104,T cells,OXNAD1
7.888174234890772e-109,2.718771922529627,0.33,0.118,3.301200917301788e-104,T cells,BCL11B
1.5199531701592098e-107,2.0318309997719926,0.516,0.276,6.361004017116293e-103,T cells,ARL4C
1.809609997962728e-107,0.9875498322965237,0.848,0.703,7.573217841474017e-103,T cells,COX4I1
6.765717584371767e-107,2.5320897465018186,0.222,0.056,2.8314528090595847e-102,T cells,BTN3A2
2.2745937078949257e-106,2.7788018844308273,0.138,0.023,9.519174667540263e-102,T cells,TMC8
3.486600603723126e-106,1.1262879440581415,0.79,0.648,1.4591423526581282e-101,T cells,ATP5MG
7.032792880220866e-106,1.6474836058967897,0.66,0.483,2.943223820372433e-101,T cells,NOP53
1.3159166889156148e-104,3.0410478150259883,0.125,0.019,5.507111343111848e-100,T cells,TRG-AS1
1.8218506699015374e-104,0.7881976539598172,0.918,0.75,7.624445053537934e-100,T cells,EIF1
8.077965344726228e-104,1.7858585580995987,0.474,0.222,3.3806284967679263e-99,T cells,REL
1.1421583065660484e-101,2.9104329684553853,0.12,0.018,4.779932512978912e-97,T cells,PSTPIP1
1.1151216107436739e-100,2.578416826289403,0.2,0.048,4.666783940962275e-96,T cells,IL10RA
1.181951041153466e-100,1.551740310727625,0.465,0.213,4.946465107227255e-96,T cells,LY6E
1.8146387626442272e-100,3.058452516285483,0.156,0.031,7.59426322166609e-96,T cells,CASP8
1.6949391743782028e-99,1.7134944170461948,0.47,0.222,7.093320444772779e-95,T cells,DDIT4
2.185848533986855e-99,1.961744102803843,0.397,0.166,9.14777611473499e-95,T cells,IRF1
3.1793141723855918e-99,0.9941180965433443,0.861,0.664,1.3305429811433702e-94,T cells,EEF1B2
5.3388546765704195e-99,2.045304968528885,0.224,0.058,2.2343106821447204e-94,T cells,HOPX
6.259227709944064e-99,1.6203574026276073,0.609,0.389,2.6194867966115907e-94,T cells,PNRC1
2.9326680267993077e-98,2.4940471544251346,0.153,0.029,1.2273215692155103e-93,T cells,ARAP2
7.309463632892609e-97,2.9990366189485593,0.134,0.024,3.059010530365557e-92,T cells,AC243960.1
1.6467038284600558e-96,1.339269572665485,0.273,0.08,6.891455522105334e-92,T cells,ARHGAP15
4.0271764404596775e-95,1.3446501260244372,0.395,0.151,1.685373340332375e-90,T cells,ZFP36L1
4.29988407162063e-95,2.3103620826008235,0.209,0.054,1.7995014839732338e-90,T cells,VSIR
1.333058572632428e-94,1.5387790930531695,0.26,0.075,5.5788501264667105e-90,T cells,ALOX5AP
1.5513821648643383e-94,2.1640352671702945,0.238,0.068,6.492534359957255e-90,T cells,TNFRSF14
9.205271801970754e-94,1.561373181977887,0.2,0.049,3.8524062491247605e-89,T cells,GNLY
1.6474612075031364e-93,1.8080303905275799,0.534,0.324,6.894625153400625e-89,T cells,PSME1
1.5069230795927193e-92,1.0715305689090067,0.793,0.653,6.306473088095531e-88,T cells,TMA7
1.7221530467153614e-92,1.8885133893560284,0.425,0.193,7.207210500503788e-88,T cells,ID2
2.7388942149466195e-92,2.7330139685118797,0.177,0.041,1.1462272289551603e-87,T cells,TNFRSF25
5.22714866089818e-92,2.0183049312902996,0.122,0.02,2.1875617145858884e-87,T cells,IL2RB
1.2514978736436735e-91,1.6452141293455291,0.546,0.322,5.237518601198773e-87,T cells,MCL1
6.239751707204945e-91,2.6370274853130016,0.164,0.036,2.6113360894652695e-86,T cells,SYTL1
8.517595356672911e-91,2.2818864088496538,0.294,0.104,3.564613656767613e-86,T cells,SEPTIN1
1.4532173889790334e-90,1.5012080898811113,0.616,0.432,6.081714772877255e-86,T cells,EVL
4.278037983073314e-90,2.2309758323317292,0.347,0.141,1.790358895916182e-85,T cells,CNOT6L
4.2193859505988966e-89,1.7082899531409952,0.439,0.207,1.7658130203256382e-84,T cells,ARPC1B
9.00913399272339e-89,2.4401280526601887,0.287,0.101,3.770322575954739e-84,T cells,MBP
2.1341669953361123e-88,2.0035771903894166,0.323,0.121,8.93148887548163e-84,T cells,ARID5B
2.5473839943048924e-88,2.5498333858957647,0.157,0.034,1.0660802016165975e-83,T cells,SLFN5
6.55266136925916e-88,2.0553930231458697,0.49,0.28,2.7422887830349585e-83,T cells,PPP2R5C
2.1536669608966708e-87,2.4106624881191228,0.219,0.062,9.0130962313525665e-83,T cells,TAP1
5.1079652047726435e-86,1.838491393978933,0.347,0.14,2.137683438197351e-81,T cells,MSN
8.17242386315063e-86,1.0847576886012824,0.743,0.6,3.4201593867285387e-81,T cells,OST4
2.5470446128711497e-85,2.1657276460234547,0.297,0.109,1.0659381704865762e-80,T cells,VPS37B
4.078622096583292e-85,2.613368634488028,0.263,0.09,1.7069033474201077e-80,T cells,MCUB
1.437711827151202e-83,1.8802852454001417,0.445,0.236,6.01682399662778e-79,T cells,GSTK1
2.4590690733751343e-81,1.6359537013137215,0.542,0.354,1.0291204072074938e-76,T cells,APRT
3.0578275418895174e-80,1.5809987131012364,0.604,0.45,1.279700826280763e-75,T cells,SELENOK
4.49395113360482e-80,2.460527014926661,0.162,0.039,1.8807185494136171e-75,T cells,SPN
5.133540570288437e-80,2.1568096865478457,0.17,0.042,2.148386728665711e-75,T cells,IL16
5.8410080329842706e-80,1.6239504575049837,0.553,0.362,2.444461861803917e-75,T cells,RSRP1
1.9705914789356356e-79,2.2692793767583654,0.208,0.061,8.246925339345635e-75,T cells,LPXN
1.9926860623039638e-76,2.1773263262837688,0.224,0.071,8.339391170742088e-72,T cells,GLIPR1
7.431171719813351e-76,2.2811283299772045,0.163,0.041,3.1099453647418878e-71,T cells,JAML
1.9411370927313356e-75,0.9788788562757751,0.74,0.613,8.123658733080639e-71,T cells,COMMD6
7.077421789318217e-75,2.2917593650265133,0.129,0.027,2.961901018829674e-70,T cells,TMIGD2
9.577108619322243e-75,1.7371022980922752,0.27,0.095,4.008019957186359e-70,T cells,SP100
1.2022099229988747e-74,0.911374273523817,0.262,0.085,5.0312485277502907e-70,T cells,PLAC8
1.4400079839269045e-73,1.0396227244599752,0.752,0.625,6.026433412734095e-69,T cells,UQCRB
1.9724157463537844e-73,2.258110673514007,0.284,0.112,8.254559898490588e-69,T cells,TCF7
5.935061231227074e-71,2.162510843558918,0.304,0.129,2.4838231252685305e-66,T cells,TMEM243
5.6037394950640896e-70,2.9165571257740477,0.149,0.037,2.3451649786843216e-65,T cells,AC016831.5
2.331797511435035e-69,1.8673769921727807,0.241,0.084,9.75857258535562e-65,T cells,ANXA11
6.490881484595404e-69,1.4853992776722722,0.268,0.098,2.7164339013031766e-64,T cells,VAMP5
3.0269143614698716e-68,0.5945358175572455,0.552,0.315,1.2667636602751414e-63,T cells,SAT1
8.479568475814404e-68,0.8474145192934737,0.784,0.631,3.548699407128328e-63,T cells,NPM1
1.255581334264583e-67,1.2472968755972316,0.63,0.503,5.254607883897279e-63,T cells,UBE2D3
1.705298607251929e-67,1.612467063075894,0.355,0.163,7.136674671349323e-63,T cells,IFI16
1.9865738661442448e-66,0.7950911598028125,0.814,0.693,8.313811629813664e-62,T cells,COX7C
2.708164380455608e-66,1.828617273054183,0.211,0.069,1.1333667932206718e-61,T cells,SP110
4.4394214106090587e-66,1.99023689439314,0.245,0.09,1.857897860339891e-61,T cells,RILPL2
5.358814737909464e-66,1.9536379500418741,0.268,0.106,2.2426639678151104e-61,T cells,OSTF1
